KEWu_NLL_EB>GUNu_NLL_EB@NLL,LO North London,EB,7,621,KEWu,Kew Gardens,591,GUNu,Gunnersbury,80,5,15,26,15,12,7,0,0,0,0,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GUNu_NLL_EB>SATr_NLL_EB@NLL,LO North London,EB,8,591,GUNu,Gunnersbury,1452,SATr,South Acton,80,5,15,25,15,13,7,0,0,0,0,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SATr_NLL_EB>ACCr_NLL_EB@NLL,LO North London,EB,9,1452,SATr,South Acton,1404,ACCr,Acton Central,80,5,15,25,15,13,7,0,0,0,0,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACCr_NLL_EB>WJNu_NLL_EB@NLL,LO North London,EB,10,1404,ACCr,Acton Central,766,WJNu,Willesden Junction,80,5,15,25,15,13,7,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,0,1,1,2,0,2,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WJNu_NLL_EB>KNRr_NLL_EB@NLL,LO North London,EB,11,766,WJNu,Willesden Junction,1448,KNRr,Kensal Rise,156,9,30,50,30,26,11,0,0,0,1,0,3,3,2,2,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,1,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KNRr_NLL_EB>BSPr_NLL_EB@NLL,LO North London,EB,12,1448,KNRr,Kensal Rise,1438,BSPr,Brondesbury Park,156,9,30,50,30,26,11,0,0,0,1,0,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,1,3,2,2,2,2,1,2,3,2,2,2,1,2,2,3,2,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,1,2,2,2,3,1,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BSPr_NLL_EB>BSYr_NLL_EB@NLL,LO North London,EB,13,1438,BSPr,Brondesbury Park,1437,BSYr,Brondesbury,156,9,29,51,30,25,12,0,0,0,0,1,2,2,4,2,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BSYr_NLL_EB>WHDr_NLL_EB@NLL,LO North London,EB,14,1437,BSYr,Brondesbury,1421,WHDr,West Hampstead LO,156,8,30,50,30,26,12,0,0,0,0,1,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WHDr_NLL_EB>FNYr_NLL_EB@NLL,LO North London,EB,15,1421,WHDr,West Hampstead LO,1445,FNYr,Finchley Road & Frognal,156,8,29,51,30,25,13,0,0,0,0,1,2,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,3,3,2,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FNYr_NLL_EB>HDHr_NLL_EB@NLL,LO North London,EB,16,1445,FNYr,Finchley Road & Frognal,1413,HDHr,Hampstead Heath,156,8,29,51,30,25,13,0,0,0,0,1,1,3,3,2,2,3,3,2,3,2,2,3,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HDHr_NLL_EB>GPOr_NLL_EB@NLL,LO North London,EB,17,1413,HDHr,Hampstead Heath,1409,GPOr,Gospel Oak,156,7,30,50,30,26,13,0,0,0,0,1,1,3,2,3,2,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GPOr_NLL_EB>KTWr_NLL_EB@NLL,LO North London,EB,18,1409,GPOr,Gospel Oak,1449,KTWr,Kentish Town West,156,7,29,50,31,26,13,0,0,0,0,1,0,3,3,2,2,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KTWr_NLL_EB>CMDr_NLL_EB@NLL,LO North London,EB,19,1449,KTWr,Kentish Town West,1440,CMDr,Camden Road,156,6,30,50,30,26,14,0,0,0,0,1,0,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,1,3,1,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMDr_NLL_EB>CIRr_NLL_EB@NLL,LO North London,EB,20,1440,CMDr,Camden Road,1439,CIRr,Caledonian Road & Barnsbury,157,6,31,50,30,26,14,0,0,0,0,1,1,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CIRr_NLL_EB>HBYu_NLL_EB@NLL,LO North London,EB,21,1439,CIRr,Caledonian Road & Barnsbury,603,HBYu,Highbury & Islington,157,6,30,50,30,26,15,0,0,0,0,1,1,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,3,2,3,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HBYu_NLL_EB>CNNr_NLL_EB@NLL,LO North London,EB,22,603,HBYu,Highbury & Islington,1441,CNNr,Canonbury,157,6,29,51,30,26,15,0,0,0,0,1,1,1,3,2,3,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNNr_NLL_EB>DLKr_NLL_EB@NLL,LO North London,EB,23,1441,CNNr,Canonbury,1429,DLKr,Dalston Kingsland,157,6,29,50,31,26,15,0,0,0,0,1,1,1,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DLKr_NLL_EB>HKCr_NLL_EB@NLL,LO North London,EB,24,1429,DLKr,Dalston Kingsland,6977,HKCr,Hackney Central,157,5,30,50,30,27,15,0,0,0,0,1,1,0,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HKCr_NLL_EB>HMNr_NLL_EB@NLL,LO North London,EB,25,6977,HKCr,Hackney Central,6979,HMNr,Homerton,157,5,30,50,30,26,16,0,0,0,0,1,1,0,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,1,2,3,2,2,2,2,2,1,2,3,2,1,2,2,2,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,1,2,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HMNr_NLL_EB>HKWr_NLL_EB@NLL,LO North London,EB,26,6979,HMNr,Homerton,6978,HKWr,Hackney Wick,157,4,30,50,30,27,16,0,0,0,0,0,1,1,2,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HKWr_NLL_EB>SFDu_NLL_EB@NLL,LO North London,EB,27,6978,HKWr,Hackney Wick,719,SFDu,Stratford,157,4,29,51,30,27,16,0,0,0,0,0,1,1,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,3,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,2,1,3,2,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SFDu_NLL_WB>HKWr_NLL_WB@NLL,LO North London,WB,1,719,SFDu,Stratford,6978,HKWr,Hackney Wick,162,13,30,49,30,28,12,0,0,1,2,2,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,3,2,2,1,3,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HKWr_NLL_WB>HMNr_NLL_WB@NLL,LO North London,WB,2,6978,HKWr,Hackney Wick,6979,HMNr,Homerton,162,12,30,50,30,27,13,0,0,0,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HMNr_NLL_WB>HKCr_NLL_WB@NLL,LO North London,WB,3,6979,HMNr,Homerton,6977,HKCr,Hackney Central,162,11,31,50,30,27,13,0,0,0,2,2,3,2,2,3,2,3,2,3,3,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HKCr_NLL_WB>DLKr_NLL_WB@NLL,LO North London,WB,4,6977,HKCr,Hackney Central,1429,DLKr,Dalston Kingsland,162,11,30,50,30,28,13,0,0,0,1,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DLKr_NLL_WB>CNNr_NLL_WB@NLL,LO North London,WB,5,1429,DLKr,Dalston Kingsland,1441,CNNr,Canonbury,162,11,30,50,30,28,13,0,0,0,1,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2,1,3,1,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNNr_NLL_WB>HBYu_NLL_WB@NLL,LO North London,WB,6,1441,CNNr,Canonbury,603,HBYu,Highbury & Islington,162,11,30,49,31,27,14,0,0,0,1,2,3,2,3,2,2,3,2,3,2,3,2,3,3,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,3,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HBYu_NLL_WB>CIRr_NLL_WB@NLL,LO North London,WB,7,603,HBYu,Highbury & Islington,1439,CIRr,Caledonian Road & Barnsbury,162,10,30,50,30,28,14,0,0,0,0,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,2,1,2,3,1,3,2,2,2,2,2,1,3,1,3,1,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CIRr_NLL_WB>CMDr_NLL_WB@NLL,LO North London,WB,8,1439,CIRr,Caledonian Road & Barnsbury,1440,CMDr,Camden Road,162,10,30,49,31,27,15,0,0,0,0,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMDr_NLL_WB>KTWr_NLL_WB@NLL,LO North London,WB,9,1440,CMDr,Camden Road,1449,KTWr,Kentish Town West,161,9,30,50,30,27,15,0,0,0,0,1,3,3,2,2,3,2,3,2,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KTWr_NLL_WB>GPOr_NLL_WB@NLL,LO North London,WB,10,1449,KTWr,Kentish Town West,1409,GPOr,Gospel Oak,161,9,29,50,30,28,15,0,0,0,0,1,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GPOr_NLL_WB>HDHr_NLL_WB@NLL,LO North London,WB,11,1409,GPOr,Gospel Oak,1413,HDHr,Hampstead Heath,161,8,30,50,30,27,16,0,0,0,0,1,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3,2,2,3,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HDHr_NLL_WB>FNYr_NLL_WB@NLL,LO North London,WB,12,1413,HDHr,Hampstead Heath,1445,FNYr,Finchley Road & Frognal,161,8,29,51,30,27,16,0,0,0,0,1,2,3,2,3,2,2,3,2,3,2,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FNYr_NLL_WB>WHDr_NLL_WB@NLL,LO North London,WB,13,1445,FNYr,Finchley Road & Frognal,1421,WHDr,West Hampstead LO,161,8,29,51,29,28,16,0,0,0,0,0,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,1,3,2,2,3,3,2,3,2,2,2,1,2,2,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WHDr_NLL_WB>BSYr_NLL_WB@NLL,LO North London,WB,14,1421,WHDr,West Hampstead LO,1437,BSYr,Brondesbury,161,7,30,50,30,27,17,0,0,0,0,0,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,1,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BSYr_NLL_WB>BSPr_NLL_WB@NLL,LO North London,WB,15,1437,BSYr,Brondesbury,1438,BSPr,Brondesbury Park,161,7,29,51,29,28,17,0,0,0,0,0,2,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BSPr_NLL_WB>KNRr_NLL_WB@NLL,LO North London,WB,16,1438,BSPr,Brondesbury Park,1448,KNRr,Kensal Rise,161,7,29,50,30,28,17,0,0,0,0,0,1,3,3,2,2,3,2,3,2,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KNRr_NLL_WB>WJNu_NLL_WB@NLL,LO North London,WB,17,1448,KNRr,Kensal Rise,766,WJNu,Willesden Junction,161,6,30,50,30,28,17,0,0,0,0,0,1,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,3,1,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WJNu_NLL_WB>ACCr_NLL_WB@NLL,LO North London,WB,18,766,WJNu,Willesden Junction,1404,ACCr,Acton Central,82,6,15,24,15,14,8,0,0,0,0,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,2,1,1,1,1,2,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACCr_NLL_WB>SATr_NLL_WB@NLL,LO North London,WB,19,1404,ACCr,Acton Central,1452,SATr,South Acton,82,5,15,25,15,13,9,0,0,0,0,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SATr_NLL_WB>GUNu_NLL_WB@NLL,LO North London,WB,20,1452,SATr,South Acton,591,GUNu,Gunnersbury,82,5,15,25,15,13,9,0,0,0,0,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GUNu_NLL_WB>KEWu_NLL_WB@NLL,LO North London,WB,21,591,GUNu,Gunnersbury,621,KEWu,Kew Gardens,82,4,15,26,14,14,9,0,0,0,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KEWu_NLL_WB>RMDu_NLL_WB@NLL,LO North London,WB,22,621,KEWu,Kew Gardens,686,RMDu,Richmond,82,4,15,26,14,14,9,0,0,0,0,0,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,2,1,1,2,0,2,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WJNu_NLL_WB>SPBr_NLL_WB@NLL,LO North London,WB,23,766,WJNu,Willesden Junction,9587,SPBr,Shepherd's Bush NR,84,6,15,25,15,14,9,0,0,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SPBr_NLL_WB>OLYu_NLL_WB@NLL,LO North London,WB,24,9587,SPBr,Shepherd's Bush NR,618,OLYu,Kensington (Olympia),106,6,20,35,19,17,9,0,0,0,0,1,1,3,1,3,2,1,1,1,2,2,1,3,1,2,1,1,2,2,1,3,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,3,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLYu_NLL_WB>WBTu_NLL_WB@NLL,LO North London,WB,25,618,OLYu,Kensington (Olympia),755,WBTu,West Brompton,106,6,20,34,20,17,9,0,0,0,0,1,1,3,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,3,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,0,3,0,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBTu_NLL_WB>IMWr_NLL_WB@NLL,LO North London,WB,26,755,WBTu,West Brompton,9586,IMWr,Imperial Wharf,106,6,20,34,20,17,9,0,0,0,0,1,1,3,1,2,2,2,1,1,1,3,1,2,1,2,2,1,1,3,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,3,1,2,1,3,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMWr_NLL_WB>CLJr_NLL_WB@NLL,LO North London,WB,27,9586,IMWr,Imperial Wharf,5595,CLJr,Clapham Junction,106,6,20,34,20,16,10,0,0,0,0,1,1,2,2,1,2,3,0,2,1,3,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RMFr_URL_DN>EMPr_URL_DN@URL,LO Romford–Upminster,EB,1,6886,RMFr,Romford,7473,EMPr,Emerson Park,32,2,6,12,6,6,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EMPr_URL_DN>UPMu_URL_DN@URL,LO Romford–Upminster,EB,2,7473,EMPr,Emerson Park,736,UPMu,Upminster,32,2,6,12,6,6,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
